	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d
	Gaitway.Time	Gaitway.Speed	Gaitway.Grade	Gaitway.GRFx	Gaitway.GRFy	Gaitway.GRFz	Gaitway.CoPx	Gaitway.CoPy	Gaitway.Mx	Gaitway.My	Gaitway.Mz	Gaitway.Tz	Gaitway.FxL	Gaitway.FyL	Gaitway.FzL	Gaitway.CoPxL	Gaitway.CoPyL	Gaitway.FxR	Gaitway.FyR	Gaitway.FzR	Gaitway.CoPxR	Gaitway.CoPyR
	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
21805	21.805	0.0	0.0	-0.3933	-1.9431	789.305	0.5674	0.8633	681.3971	-447.8561	-1.496	-0.733										
21806	21.806	0.0	0.0	-0.4089	-1.971	789.2918	0.5674	0.8633	681.3676	-447.8106	-1.4978	-0.7326										
21807	21.807	0.0	0.0	-0.4231	-2.0005	789.2794	0.5673	0.8632	681.3373	-447.7656	-1.5015	-0.7318										
21808	21.808	0.0	0.0	-0.4359	-2.0317	789.2681	0.5673	0.8632	681.3067	-447.7214	-1.5067	-0.7305										
21809	21.809	0.0	0.0	-0.4477	-2.0645	789.2582	0.5672	0.8632	681.2762	-447.6783	-1.5132	-0.7287										
21810	21.81	0.0	0.0	-0.4585	-2.0987	789.2503	0.5672	0.8632	681.2463	-447.6364	-1.5209	-0.7263										
21811	21.811	0.0	0.0	-0.4686	-2.1343	789.2446	0.5671	0.8631	681.2173	-447.5959	-1.5294	-0.7234										
21812	21.812	0.0	0.0	-0.4781	-2.1712	789.2415	0.5671	0.8631	681.1898	-447.557	-1.5386	-0.72										
21813	21.813	0.0	0.0	-0.4871	-2.2091	789.2412	0.567	0.8631	681.1639	-447.5198	-1.5484	-0.7161										
21814	21.814	0.0	0.0	-0.4956	-2.2481	789.2441	0.567	0.863	681.1402	-447.4846	-1.5587	-0.7118										
21815	21.815	0.0	0.0	-0.5037	-2.2878	789.2502	0.5669	0.863	681.1188	-447.4514	-1.5694	-0.7071										
21816	21.816	0.0	0.0	-0.5115	-2.3281	789.2597	0.5669	0.863	681.1	-447.4203	-1.5805	-0.7021										
21817	21.817	0.0	0.0	-0.5188	-2.369	789.2727	0.5668	0.8629	681.0839	-447.3914	-1.592	-0.6968										
21818	21.818	0.0	0.0	-0.5257	-2.4102	789.2891	0.5668	0.8629	681.0705	-447.3647	-1.604	-0.6915										
21819	21.819	0.0	0.0	-0.532	-2.4515	789.3089	0.5667	0.8629	681.0598	-447.3402	-1.6165	-0.6862										
21820	21.82	0.0	0.0	-0.5377	-2.4929	789.332	0.5667	0.8628	681.0517	-447.3179	-1.6298	-0.681										
21821	21.821	0.0	0.0	-0.5427	-2.5342	789.358	0.5667	0.8628	681.0459	-447.2976	-1.6437	-0.6759										
21822	21.822	0.0	0.0	-0.5469	-2.5753	789.3868	0.5666	0.8627	681.0423	-447.2792	-1.6585	-0.6712										
21823	21.823	0.0	0.0	-0.5501	-2.616	789.4179	0.5666	0.8627	681.0405	-447.2627	-1.6744	-0.6668										
21824	21.824	0.0	0.0	-0.5522	-2.6563	789.4512	0.5665	0.8627	681.04	-447.2479	-1.6913	-0.6628										
21825	21.825	0.0	0.0	-0.5532	-2.6961	789.486	0.5665	0.8626	681.0405	-447.2345	-1.7094	-0.6593										
21826	21.826	0.0	0.0	-0.5529	-2.7352	789.5221	0.5664	0.8626	681.0415	-447.2224	-1.7288	-0.6564										
21827	21.827	0.0	0.0	-0.5513	-2.7737	789.5589	0.5664	0.8626	681.0425	-447.2115	-1.7495	-0.654										
21828	21.828	0.0	0.0	-0.5483	-2.8115	789.5961	0.5664	0.8625	681.043	-447.2014	-1.7715	-0.6521										
21829	21.829	0.0	0.0	-0.5439	-2.8485	789.6331	0.5663	0.8625	681.0426	-447.192	-1.7948	-0.6508										
21830	21.83	0.0	0.0	-0.5382	-2.8848	789.6694	0.5663	0.8624	681.0409	-447.183	-1.8195	-0.65										
21831	21.831	0.0	0.0	-0.5311	-2.9203	789.7047	0.5663	0.8624	681.0374	-447.1742	-1.8453	-0.6496										
21832	21.832	0.0	0.0	-0.5227	-2.955	789.7386	0.5662	0.8624	681.0317	-447.1655	-1.8722	-0.6498										
21833	21.833	0.0	0.0	-0.5132	-2.9889	789.7706	0.5662	0.8623	681.0237	-447.1567	-1.9	-0.6503										
21834	21.834	0.0	0.0	-0.5027	-3.0219	789.8005	0.5662	0.8623	681.013	-447.1475	-1.9285	-0.6511										
21835	21.835	0.0	0.0	-0.4913	-3.0542	789.8278	0.5661	0.8622	680.9995	-447.1378	-1.9576	-0.6521										
21836	21.836	0.0	0.0	-0.4792	-3.0856	789.8523	0.5661	0.8622	680.9829	-447.1275	-1.9869	-0.6533										
21837	21.837	0.0	0.0	-0.4668	-3.1163	789.8737	0.5661	0.8621	680.9634	-447.1163	-2.0162	-0.6546										
21838	21.838	0.0	0.0	-0.454	-3.1462	789.8918	0.566	0.8621	680.9408	-447.1042	-2.0453	-0.6559										
21839	21.839	0.0	0.0	-0.4413	-3.1753	789.9065	0.566	0.862	680.915	-447.0911	-2.0739	-0.6571										
21840	21.84	0.0	0.0	-0.4288	-3.2036	789.9175	0.566	0.862	680.8863	-447.0769	-2.1017	-0.6582										
21841	21.841	0.0	0.0	-0.4168	-3.2312	789.9248	0.566	0.8619	680.8546	-447.0613	-2.1285	-0.659										
21842	21.842	0.0	0.0	-0.4054	-3.258	789.9281	0.5659	0.8619	680.8199	-447.0445	-2.1539	-0.6595										
21843	21.843	0.0	0.0	-0.3949	-3.284	789.9274	0.5659	0.8618	680.7824	-447.0262	-2.1778	-0.6597										
21844	21.844	0.0	0.0	-0.3855	-3.3094	789.9226	0.5659	0.8618	680.7421	-447.0064	-2.2	-0.6595										
21845	21.845	0.0	0.0	-0.3772	-3.334	789.9137	0.5659	0.8617	680.6991	-446.9851	-2.2203	-0.6588										
21846	21.846	0.0	0.0	-0.3703	-3.3579	789.9004	0.5658	0.8617	680.6534	-446.9621	-2.2386	-0.6576										
21847	21.847	0.0	0.0	-0.3647	-3.3812	789.8829	0.5658	0.8617	680.605	-446.9374	-2.2548	-0.6559										
21848	21.848	0.0	0.0	-0.3605	-3.4038	789.861	0.5658	0.8616	680.5539	-446.9109	-2.2689	-0.6536										
21849	21.849	0.0	0.0	-0.3577	-3.4258	789.8347	0.5658	0.8616	680.5001	-446.8825	-2.2809	-0.6508										
21850	21.85	0.0	0.0	-0.3563	-3.4472	789.8041	0.5658	0.8615	680.4435	-446.8523	-2.2909	-0.6476										
21851	21.851	0.0	0.0	-0.3561	-3.468	789.769	0.5658	0.8615	680.3842	-446.8201	-2.2991	-0.6438										
21852	21.852	0.0	0.0	-0.357	-3.4884	789.7296	0.5657	0.8615	680.322	-446.786	-2.3055	-0.6395										
21853	21.853	0.0	0.0	-0.3588	-3.5083	789.6859	0.5657	0.8614	680.2569	-446.7499	-2.3105	-0.6348										
21854	21.854	0.0	0.0	-0.3614	-3.5277	789.638	0.5657	0.8614	680.189	-446.7118	-2.3142	-0.6298										
21855	21.855	0.0	0.0	-0.3644	-3.5468	789.586	0.5657	0.8614	680.1181	-446.6717	-2.3171	-0.6245										
21856	21.856	0.0	0.0	-0.3677	-3.5655	789.53	0.5657	0.8613	680.0443	-446.6297	-2.3193	-0.619										
21857	21.857	0.0	0.0	-0.3708	-3.5839	789.4702	0.5657	0.8613	679.9678	-446.5858	-2.3214	-0.6134										
21858	21.858	0.0	0.0	-0.3737	-3.6021	789.4068	0.5657	0.8613	679.8885	-446.54	-2.3236	-0.6078										
21859	21.859	0.0	0.0	-0.3759	-3.62	789.3401	0.5657	0.8612	679.8067	-446.4925	-2.3262	-0.6023										
21860	21.86	0.0	0.0	-0.3772	-3.6376	789.2704	0.5656	0.8612	679.7224	-446.4433	-2.3298	-0.597										
21861	21.861	0.0	0.0	-0.3773	-3.655	789.1979	0.5656	0.8612	679.6361	-446.3926	-2.3345	-0.592										
21862	21.862	0.0	0.0	-0.3759	-3.6722	789.123	0.5656	0.8611	679.5479	-446.3405	-2.3407	-0.5874										
21863	21.863	0.0	0.0	-0.3729	-3.6891	789.0462	0.5656	0.8611	679.4583	-446.2872	-2.3488	-0.5834										
21864	21.864	0.0	0.0	-0.3681	-3.7057	788.9676	0.5656	0.8611	679.3674	-446.2328	-2.3588	-0.5799										
21865	21.865	0.0	0.0	-0.3613	-3.7219	788.8878	0.5656	0.8611	679.2758	-446.1776	-2.3711	-0.5771										
21866	21.866	0.0	0.0	-0.3524	-3.7378	788.8071	0.5656	0.861	679.1837	-446.1216	-2.3856	-0.5751										
21867	21.867	0.0	0.0	-0.3415	-3.7532	788.726	0.5656	0.861	679.0916	-446.0651	-2.4026	-0.5739										
21868	21.868	0.0	0.0	-0.3284	-3.7682	788.6446	0.5655	0.861	678.9999	-446.0083	-2.4218	-0.5735										
21869	21.869	0.0	0.0	-0.3132	-3.7825	788.5635	0.5655	0.8609	678.9089	-445.9513	-2.4434	-0.574										
21870	21.87	0.0	0.0	-0.2961	-3.7962	788.483	0.5655	0.8609	678.8189	-445.8944	-2.4671	-0.5752										
21871	21.871	0.0	0.0	-0.2772	-3.8091	788.4033	0.5655	0.8609	678.7303	-445.8377	-2.4926	-0.5773										
21872	21.872	0.0	0.0	-0.2568	-3.8212	788.3248	0.5655	0.8609	678.6433	-445.7814	-2.5199	-0.5801										
21873	21.873	0.0	0.0	-0.2349	-3.8325	788.2476	0.5655	0.8608	678.558	-445.7256	-2.5484	-0.5835										
21874	21.874	0.0	0.0	-0.2121	-3.8427	788.172	0.5654	0.8608	678.4746	-445.6705	-2.5778	-0.5875										
21875	21.875	0.0	0.0	-0.1885	-3.852	788.098	0.5654	0.8608	678.3933	-445.6161	-2.6077	-0.5919										
21876	21.876	0.0	0.0	-0.1644	-3.8602	788.0259	0.5654	0.8608	678.3141	-445.5628	-2.6377	-0.5966										
21877	21.877	0.0	0.0	-0.1403	-3.8672	787.9558	0.5654	0.8608	678.2369	-445.5104	-2.6672	-0.6015										
21878	21.878	0.0	0.0	-0.1165	-3.8732	787.8876	0.5654	0.8607	678.1619	-445.4591	-2.6959	-0.6064										
21879	21.879	0.0	0.0	-0.0933	-3.8779	787.8215	0.5654	0.8607	678.0888	-445.4091	-2.7232	-0.6111										
21880	21.88	0.0	0.0	-0.0711	-3.8814	787.7575	0.5654	0.8607	678.0176	-445.3603	-2.7488	-0.6156										
21881	21.881	0.0	0.0	-0.0501	-3.8838	787.6955	0.5653	0.8607	677.9483	-445.3128	-2.7722	-0.6196										
21882	21.882	0.0	0.0	-0.0307	-3.885	787.6355	0.5653	0.8607	677.8806	-445.2667	-2.793	-0.6231										
21883	21.883	0.0	0.0	-0.0131	-3.885	787.5776	0.5653	0.8606	677.8147	-445.222	-2.8109	-0.626										
21884	21.884	0.0	0.0	0.0026	-3.8838	787.5217	0.5653	0.8606	677.7503	-445.1788	-2.8258	-0.6281										
21885	21.885	0.0	0.0	0.0161	-3.8815	787.4679	0.5653	0.8606	677.6874	-445.137	-2.8374	-0.6293										
21886	21.886	0.0	0.0	0.0274	-3.8782	787.416	0.5653	0.8606	677.6261	-445.0968	-2.8455	-0.6298										
21887	21.887	0.0	0.0	0.0364	-3.8737	787.3662	0.5652	0.8605	677.5663	-445.0581	-2.8503	-0.6293										
21888	21.888	0.0	0.0	0.0432	-3.8682	787.3185	0.5652	0.8605	677.508	-445.0209	-2.8516	-0.6279										
21889	21.889	0.0	0.0	0.0479	-3.8617	787.2728	0.5652	0.8605	677.4514	-444.9854	-2.8497	-0.6258										
21890	21.89	0.0	0.0	0.0504	-3.8542	787.2292	0.5652	0.8605	677.3966	-444.9515	-2.8447	-0.6228										
21891	21.891	0.0	0.0	0.0511	-3.8458	787.1879	0.5652	0.8605	677.3437	-444.9193	-2.8368	-0.6192										
21892	21.892	0.0	0.0	0.0501	-3.8364	787.1488	0.5652	0.8604	677.2929	-444.8887	-2.8265	-0.6151										
21893	21.893	0.0	0.0	0.0477	-3.8262	787.112	0.5652	0.8604	677.2443	-444.8597	-2.814	-0.6105										
21894	21.894	0.0	0.0	0.0442	-3.815	787.0776	0.5652	0.8604	677.1981	-444.8324	-2.7997	-0.6056										
21895	21.895	0.0	0.0	0.0398	-3.8031	787.0457	0.5652	0.8604	677.1546	-444.8069	-2.7842	-0.6006										
21896	21.896	0.0	0.0	0.035	-3.7902	787.0162	0.5652	0.8604	677.1139	-444.7829	-2.7677	-0.5955										
21897	21.897	0.0	0.0	0.0299	-3.7766	786.9894	0.5651	0.8603	677.0762	-444.7607	-2.7507	-0.5907										
21898	21.898	0.0	0.0	0.0249	-3.7622	786.9651	0.5651	0.8603	677.0415	-444.74	-2.7338	-0.5862										
21899	21.899	0.0	0.0	0.0203	-3.7471	786.9434	0.5651	0.8603	677.01	-444.721	-2.7172	-0.5821										
21900	21.9	0.0	0.0	0.0165	-3.7312	786.9243	0.5651	0.8603	676.9817	-444.7035	-2.7013	-0.5786										
21901	21.901	0.0	0.0	0.0135	-3.7147	786.9078	0.5651	0.8603	676.9566	-444.6875	-2.6865	-0.5758										
21902	21.902	0.0	0.0	0.0116	-3.6974	786.8938	0.5651	0.8603	676.9348	-444.6729	-2.6731	-0.5737										
21903	21.903	0.0	0.0	0.011	-3.6796	786.8823	0.5651	0.8603	676.9161	-444.6597	-2.6612	-0.5724										
21904	21.904	0.0	0.0	0.0117	-3.6612	786.8732	0.5651	0.8602	676.9004	-444.6478	-2.651	-0.572										
21905	21.905	0.0	0.0	0.0139	-3.6423	786.8665	0.5651	0.8602	676.8877	-444.6372	-2.6426	-0.5725										
21906	21.906	0.0	0.0	0.0175	-3.6229	786.8619	0.5651	0.8602	676.8777	-444.6277	-2.636	-0.5737										
21907	21.907	0.0	0.0	0.0225	-3.6031	786.8594	0.5651	0.8602	676.8704	-444.6193	-2.6311	-0.5758										
21908	21.908	0.0	0.0	0.0288	-3.5829	786.8588	0.565	0.8602	676.8654	-444.6119	-2.6278	-0.5785										
21909	21.909	0.0	0.0	0.0361	-3.5624	786.8601	0.565	0.8602	676.8628	-444.6055	-2.6259	-0.5819										
21910	21.91	0.0	0.0	0.0444	-3.5417	786.8632	0.565	0.8602	676.8622	-444.6	-2.6252	-0.5858										
21911	21.911	0.0	0.0	0.0535	-3.5207	786.8679	0.565	0.8602	676.8636	-444.5953	-2.6253	-0.59										
21912	21.912	0.0	0.0	0.063	-3.4997	786.8742	0.565	0.8602	676.8668	-444.5914	-2.626	-0.5945										
21913	21.913	0.0	0.0	0.0726	-3.4785	786.8819	0.565	0.8602	676.8719	-444.5883	-2.627	-0.5992										
21914	21.914	0.0	0.0	0.0822	-3.4572	786.8911	0.565	0.8602	676.8786	-444.5859	-2.6278	-0.6038										
21915	21.915	0.0	0.0	0.0914	-3.4358	786.9016	0.565	0.8602	676.887	-444.5843	-2.628	-0.6082										
21916	21.916	0.0	0.0	0.0998	-3.4144	786.9135	0.565	0.8602	676.8971	-444.5834	-2.6273	-0.6124										
21917	21.917	0.0	0.0	0.1073	-3.393	786.9266	0.565	0.8602	676.909	-444.5833	-2.6254	-0.6162										
21918	21.918	0.0	0.0	0.1136	-3.3716	786.941	0.565	0.8602	676.9227	-444.5839	-2.6219	-0.6194										
21919	21.919	0.0	0.0	0.1183	-3.3501	786.9567	0.5649	0.8602	676.9383	-444.5853	-2.6165	-0.6221										
21920	21.92	0.0	0.0	0.1214	-3.3286	786.9737	0.5649	0.8602	676.9558	-444.5875	-2.609	-0.6241										
21921	21.921	0.0	0.0	0.1227	-3.3071	786.9919	0.5649	0.8602	676.9754	-444.5905	-2.5992	-0.6253										
21922	21.922	0.0	0.0	0.122	-3.2855	787.0113	0.5649	0.8602	676.9972	-444.5942	-2.5868	-0.6258										
21923	21.923	0.0	0.0	0.1193	-3.2639	787.032	0.5649	0.8602	677.0212	-444.5988	-2.5719	-0.6256										
21924	21.924	0.0	0.0	0.1145	-3.2421	787.0539	0.5649	0.8602	677.0474	-444.6043	-2.5545	-0.6245										
21925	21.925	0.0	0.0	0.1077	-3.2203	787.077	0.5649	0.8602	677.0758	-444.6105	-2.5344	-0.6226										
21926	21.926	0.0	0.0	0.0989	-3.1984	787.1011	0.5649	0.8603	677.1065	-444.6175	-2.5119	-0.6201										
21927	21.927	0.0	0.0	0.0884	-3.1764	787.1262	0.5649	0.8603	677.1393	-444.6252	-2.4871	-0.6168										
21928	21.928	0.0	0.0	0.0762	-3.1544	787.1522	0.5649	0.8603	677.1741	-444.6336	-2.4603	-0.6129										
21929	21.929	0.0	0.0	0.0625	-3.1324	787.179	0.5649	0.8603	677.2107	-444.6427	-2.4317	-0.6085										
21930	21.93	0.0	0.0	0.0478	-3.1103	787.2064	0.5648	0.8603	677.2489	-444.6523	-2.4016	-0.6036										
21931	21.931	0.0	0.0	0.0321	-3.0884	787.2344	0.5648	0.8603	677.2885	-444.6623	-2.3703	-0.5983										
21932	21.932	0.0	0.0	0.0159	-3.0666	787.2626	0.5648	0.8604	677.3292	-444.6728	-2.3384	-0.5927										
21933	21.933	0.0	0.0	-0.0006	-3.045	787.2911	0.5648	0.8604	677.3706	-444.6835	-2.3062	-0.5869										
21934	21.934	0.0	0.0	-0.0169	-3.0236	787.3195	0.5648	0.8604	677.4125	-444.6945	-2.2741	-0.5809										
21935	21.935	0.0	0.0	-0.0328	-3.0027	787.3478	0.5648	0.8604	677.4545	-444.7055	-2.2426	-0.5749										
21936	21.936	0.0	0.0	-0.0478	-2.9823	787.3758	0.5648	0.8604	677.4963	-444.7165	-2.2121	-0.5689										
21937	21.937	0.0	0.0	-0.0617	-2.9624	787.4034	0.5648	0.8605	677.5377	-444.7274	-2.183	-0.563										
21938	21.938	0.0	0.0	-0.0742	-2.9432	787.4305	0.5648	0.8605	677.5783	-444.7381	-2.1557	-0.5572										
21939	21.939	0.0	0.0	-0.0849	-2.9248	787.4569	0.5648	0.8605	677.6179	-444.7486	-2.1306	-0.5517										
21940	21.94	0.0	0.0	-0.0936	-2.9072	787.4827	0.5648	0.8605	677.6565	-444.7587	-2.108	-0.5465										
21941	21.941	0.0	0.0	-0.1	-2.8906	787.5078	0.5648	0.8606	677.6938	-444.7685	-2.0881	-0.5416										
21942	21.942	0.0	0.0	-0.1041	-2.8751	787.5322	0.5648	0.8606	677.7297	-444.7779	-2.0713	-0.5371										
21943	21.943	0.0	0.0	-0.1055	-2.8606	787.556	0.5648	0.8606	677.7644	-444.7868	-2.0577	-0.5329										
21944	21.944	0.0	0.0	-0.1044	-2.8473	787.5791	0.5648	0.8606	677.7977	-444.7953	-2.0474	-0.5292										
21945	21.945	0.0	0.0	-0.1006	-2.8352	787.6017	0.5648	0.8606	677.8298	-444.8034	-2.0405	-0.5258										
21946	21.946	0.0	0.0	-0.0941	-2.8243	787.6238	0.5648	0.8606	677.8609	-444.811	-2.037	-0.5229										
21947	21.947	0.0	0.0	-0.0849	-2.8147	787.6455	0.5647	0.8607	677.891	-444.8182	-2.0369	-0.5204										
21948	21.948	0.0	0.0	-0.0733	-2.8064	787.6671	0.5647	0.8607	677.9203	-444.825	-2.0401	-0.5183										
21949	21.949	0.0	0.0	-0.0592	-2.7994	787.6886	0.5647	0.8607	677.9491	-444.8315	-2.0464	-0.5165										
21950	21.95	0.0	0.0	-0.043	-2.7936	787.71	0.5647	0.8607	677.9776	-444.8376	-2.0557	-0.5151										
21951	21.951	0.0	0.0	-0.0248	-2.7892	787.7316	0.5647	0.8607	678.0059	-444.8435	-2.0678	-0.514										
21952	21.952	0.0	0.0	-0.0048	-2.786	787.7535	0.5647	0.8607	678.0341	-444.849	-2.0823	-0.5131										
21953	21.953	0.0	0.0	0.0166	-2.7841	787.7756	0.5647	0.8607	678.0626	-444.8543	-2.0989	-0.5125										
21954	21.954	0.0	0.0	0.0392	-2.7834	787.7982	0.5647	0.8607	678.0912	-444.8594	-2.1175	-0.512										
21955	21.955	0.0	0.0	0.0627	-2.7839	787.8212	0.5647	0.8608	678.1203	-444.8643	-2.1376	-0.5116										
21956	21.956	0.0	0.0	0.0868	-2.7857	787.8447	0.5647	0.8608	678.1496	-444.869	-2.159	-0.5113										
21957	21.957	0.0	0.0	0.1112	-2.7886	787.8687	0.5647	0.8608	678.1793	-444.8735	-2.1813	-0.5109										
21958	21.958	0.0	0.0	0.1356	-2.7927	787.8931	0.5646	0.8608	678.2093	-444.8778	-2.2041	-0.5105										
21959	21.959	0.0	0.0	0.1597	-2.798	787.9179	0.5646	0.8608	678.2395	-444.8819	-2.2273	-0.5099										
21960	21.96	0.0	0.0	0.1833	-2.8045	787.9431	0.5646	0.8608	678.2698	-444.8858	-2.2504	-0.5092										
21961	21.961	0.0	0.0	0.2061	-2.8122	787.9686	0.5646	0.8608	678.3	-444.8895	-2.2734	-0.5082										
21962	21.962	0.0	0.0	0.2279	-2.821	787.9944	0.5646	0.8608	678.3299	-444.893	-2.2959	-0.507										
21963	21.963	0.0	0.0	0.2485	-2.831	788.0203	0.5646	0.8608	678.3594	-444.8962	-2.3177	-0.5055										
21964	21.964	0.0	0.0	0.2678	-2.8421	788.0462	0.5646	0.8608	678.3883	-444.8991	-2.3388	-0.5037										
21965	21.965	0.0	0.0	0.2856	-2.8544	788.0722	0.5645	0.8609	678.4164	-444.9018	-2.359	-0.5016										
21966	21.966	0.0	0.0	0.302	-2.8679	788.098	0.5645	0.8609	678.4436	-444.9042	-2.3782	-0.4992										
21967	21.967	0.0	0.0	0.3168	-2.8824	788.1236	0.5645	0.8609	678.4698	-444.9062	-2.3964	-0.4965										
21968	21.968	0.0	0.0	0.33	-2.8981	788.149	0.5645	0.8609	678.4948	-444.908	-2.4136	-0.4935										
21969	21.969	0.0	0.0	0.3417	-2.9149	788.1741	0.5645	0.8609	678.5185	-444.9095	-2.4299	-0.4904										
21970	21.97	0.0	0.0	0.3518	-2.9326	788.1989	0.5645	0.8609	678.5411	-444.9107	-2.4453	-0.487										
21971	21.971	0.0	0.0	0.3605	-2.9514	788.2232	0.5644	0.8609	678.5624	-444.9116	-2.4598	-0.4836										
21972	21.972	0.0	0.0	0.3678	-2.971	788.2472	0.5644	0.8609	678.5824	-444.9123	-2.4737	-0.4801										
21973	21.973	0.0	0.0	0.3737	-2.9915	788.2707	0.5644	0.8609	678.6014	-444.9126	-2.4868	-0.4767										
21974	21.974	0.0	0.0	0.3785	-3.0127	788.2938	0.5644	0.8609	678.6193	-444.9127	-2.4995	-0.4733										
21975	21.975	0.0	0.0	0.3822	-3.0345	788.3164	0.5644	0.8609	678.6362	-444.9126	-2.5118	-0.4702										
21976	21.976	0.0	0.0	0.3849	-3.0569	788.3386	0.5644	0.8609	678.6523	-444.9122	-2.5238	-0.4672										
21977	21.977	0.0	0.0	0.3866	-3.0797	788.3603	0.5644	0.8609	678.6678	-444.9116	-2.5355	-0.4646										
21978	21.978	0.0	0.0	0.3876	-3.1027	788.3814	0.5643	0.8609	678.6826	-444.9108	-2.547	-0.4624										
21979	21.979	0.0	0.0	0.3877	-3.1259	788.402	0.5643	0.8609	678.6969	-444.9096	-2.5584	-0.4606										
21980	21.98	0.0	0.0	0.3873	-3.1491	788.422	0.5643	0.8608	678.7109	-444.9083	-2.5697	-0.4593										
21981	21.981	0.0	0.0	0.3861	-3.1722	788.4414	0.5643	0.8608	678.7245	-444.9066	-2.5809	-0.4584										
21982	21.982	0.0	0.0	0.3844	-3.1951	788.46	0.5643	0.8608	678.7379	-444.9046	-2.5918	-0.458										
21983	21.983	0.0	0.0	0.3821	-3.2176	788.4779	0.5643	0.8608	678.7509	-444.9023	-2.6026	-0.4581										
21984	21.984	0.0	0.0	0.3792	-3.2395	788.4949	0.5642	0.8608	678.7637	-444.8997	-2.613	-0.4587										
21985	21.985	0.0	0.0	0.3757	-3.2609	788.5109	0.5642	0.8608	678.7763	-444.8965	-2.623	-0.4597										
21986	21.986	0.0	0.0	0.3716	-3.2816	788.5259	0.5642	0.8608	678.7884	-444.893	-2.6324	-0.461										
21987	21.987	0.0	0.0	0.3668	-3.3014	788.5398	0.5642	0.8608	678.8002	-444.8889	-2.641	-0.4627										
21988	21.988	0.0	0.0	0.3613	-3.3204	788.5524	0.5642	0.8608	678.8114	-444.8843	-2.6489	-0.4646										
21989	21.989	0.0	0.0	0.355	-3.3384	788.5637	0.5642	0.8608	678.8221	-444.8792	-2.6557	-0.4666										
21990	21.99	0.0	0.0	0.348	-3.3554	788.5736	0.5641	0.8608	678.8322	-444.8734	-2.6613	-0.4688										
21991	21.991	0.0	0.0	0.3402	-3.3713	788.582	0.5641	0.8608	678.8416	-444.8669	-2.6656	-0.4709										
21992	21.992	0.0	0.0	0.3315	-3.3862	788.589	0.5641	0.8608	678.8502	-444.8598	-2.6686	-0.473										
21993	21.993	0.0	0.0	0.3219	-3.3999	788.5944	0.5641	0.8608	678.8581	-444.8521	-2.67	-0.475										
21994	21.994	0.0	0.0	0.3116	-3.4125	788.5984	0.5641	0.8609	678.8653	-444.8436	-2.6699	-0.4767										
21995	21.995	0.0	0.0	0.3004	-3.424	788.6008	0.5641	0.8609	678.8717	-444.8344	-2.6682	-0.4782										
21996	21.996	0.0	0.0	0.2884	-3.4344	788.6018	0.5641	0.8609	678.8775	-444.8246	-2.665	-0.4794										
21997	21.997	0.0	0.0	0.2758	-3.4437	788.6014	0.5641	0.8609	678.8826	-444.814	-2.6601	-0.4803										
21998	21.998	0.0	0.0	0.2626	-3.4519	788.5997	0.564	0.8609	678.8873	-444.8029	-2.6538	-0.4808										
21999	21.999	0.0	0.0	0.2488	-3.459	788.5967	0.564	0.8609	678.8916	-444.791	-2.6462	-0.481										
