	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d
	Gaitway.Time	Gaitway.Speed	Gaitway.Grade	Gaitway.GRFx	Gaitway.GRFy	Gaitway.GRFz	Gaitway.CoPx	Gaitway.CoPy	Gaitway.Mx	Gaitway.My	Gaitway.Mz	Gaitway.Tz	Gaitway.FxL	Gaitway.FyL	Gaitway.FzL	Gaitway.CoPxL	Gaitway.CoPyL	Gaitway.FxR	Gaitway.FyR	Gaitway.FzR	Gaitway.CoPxR	Gaitway.CoPyR
	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
21606	21.606	0.0	0.0	4.6296	0.4009	790.7798	0.5769	0.8615	681.2452	-456.186	-3.5931	0.1639										
21607	21.607	0.0	0.0	4.6171	0.4696	790.6019	0.5768	0.8615	681.1092	-456.0459	-3.5427	0.164										
21608	21.608	0.0	0.0	4.6066	0.5331	790.4261	0.5768	0.8615	680.9741	-455.9067	-3.4973	0.1639										
21609	21.609	0.0	0.0	4.5983	0.5916	790.2524	0.5767	0.8615	680.8396	-455.7685	-3.457	0.1634										
21610	21.61	0.0	0.0	4.5923	0.6452	790.081	0.5767	0.8616	680.7058	-455.6313	-3.422	0.1624										
21611	21.611	0.0	0.0	4.5887	0.694	789.9116	0.5766	0.8616	680.5726	-455.4949	-3.3925	0.1609										
21612	21.612	0.0	0.0	4.5877	0.7382	789.7445	0.5766	0.8616	680.4399	-455.3596	-3.3684	0.1586										
21613	21.613	0.0	0.0	4.5891	0.778	789.5794	0.5765	0.8616	680.3077	-455.2251	-3.3498	0.1557										
21614	21.614	0.0	0.0	4.5931	0.8137	789.4165	0.5765	0.8616	680.1759	-455.0915	-3.3363	0.1521										
21615	21.615	0.0	0.0	4.5994	0.8454	789.2556	0.5764	0.8616	680.0446	-454.9589	-3.3279	0.1477										
21616	21.616	0.0	0.0	4.6079	0.8735	789.0967	0.5764	0.8616	679.9137	-454.8272	-3.3242	0.1426										
21617	21.617	0.0	0.0	4.6186	0.8983	788.9399	0.5763	0.8616	679.7833	-454.6965	-3.3249	0.1369										
21618	21.618	0.0	0.0	4.631	0.9199	788.7851	0.5763	0.8616	679.6536	-454.5667	-3.3295	0.1307										
21619	21.619	0.0	0.0	4.6451	0.9388	788.6323	0.5762	0.8616	679.5246	-454.438	-3.3375	0.1239										
21620	21.62	0.0	0.0	4.6604	0.9553	788.4816	0.5762	0.8617	679.3966	-454.3103	-3.3484	0.1169										
21621	21.621	0.0	0.0	4.6767	0.9695	788.3329	0.5761	0.8617	679.2696	-454.1838	-3.3615	0.1096										
21622	21.622	0.0	0.0	4.6936	0.9819	788.1863	0.5761	0.8617	679.1439	-454.0585	-3.3764	0.1022										
21623	21.623	0.0	0.0	4.7108	0.9928	788.0419	0.576	0.8617	679.0197	-453.9345	-3.3924	0.0948										
21624	21.624	0.0	0.0	4.728	1.0023	787.8997	0.576	0.8617	678.8972	-453.8119	-3.4089	0.0877										
21625	21.625	0.0	0.0	4.7447	1.0107	787.7597	0.5759	0.8617	678.7766	-453.6907	-3.4254	0.0809										
21626	21.626	0.0	0.0	4.7608	1.0183	787.6221	0.5759	0.8617	678.6581	-453.5711	-3.4413	0.0745										
21627	21.627	0.0	0.0	4.776	1.0252	787.4869	0.5758	0.8617	678.5419	-453.4532	-3.4561	0.0688										
21628	21.628	0.0	0.0	4.7898	1.0318	787.3541	0.5758	0.8617	678.4282	-453.337	-3.4694	0.0637										
21629	21.629	0.0	0.0	4.8023	1.038	787.2238	0.5757	0.8617	678.3171	-453.2227	-3.4809	0.0594										
21630	21.63	0.0	0.0	4.8131	1.044	787.0961	0.5757	0.8617	678.2088	-453.1104	-3.4902	0.056										
21631	21.631	0.0	0.0	4.8221	1.05	786.9712	0.5756	0.8617	678.1033	-453.0001	-3.4972	0.0534										
21632	21.632	0.0	0.0	4.8292	1.056	786.849	0.5756	0.8617	678.0008	-452.892	-3.5017	0.0517										
21633	21.633	0.0	0.0	4.8345	1.062	786.7297	0.5755	0.8617	677.9013	-452.7862	-3.5037	0.0508										
21634	21.634	0.0	0.0	4.8378	1.068	786.6134	0.5755	0.8617	677.8049	-452.6828	-3.5032	0.0508										
21635	21.635	0.0	0.0	4.8393	1.0741	786.5003	0.5754	0.8617	677.7117	-452.5819	-3.5004	0.0515										
21636	21.636	0.0	0.0	4.839	1.0801	786.3904	0.5754	0.8617	677.6218	-452.4835	-3.4954	0.0528										
21637	21.637	0.0	0.0	4.837	1.0861	786.2841	0.5753	0.8617	677.5352	-452.3879	-3.4885	0.0547										
21638	21.638	0.0	0.0	4.8335	1.0918	786.1813	0.5753	0.8617	677.4522	-452.2951	-3.48	0.0569										
21639	21.639	0.0	0.0	4.8287	1.0974	786.0825	0.5753	0.8617	677.3727	-452.2053	-3.4703	0.0593										
21640	21.64	0.0	0.0	4.8227	1.1026	785.9879	0.5752	0.8617	677.297	-452.1186	-3.4598	0.0618										
21641	21.641	0.0	0.0	4.8156	1.1073	785.8976	0.5752	0.8617	677.2254	-452.0351	-3.4488	0.0641										
21642	21.642	0.0	0.0	4.8078	1.1114	785.8122	0.5751	0.8617	677.158	-451.955	-3.4378	0.066										
21643	21.643	0.0	0.0	4.7992	1.1148	785.7317	0.5751	0.8617	677.0951	-451.8784	-3.4271	0.0674										
21644	21.644	0.0	0.0	4.7902	1.1173	785.6568	0.5751	0.8617	677.037	-451.8055	-3.4172	0.0682										
21645	21.645	0.0	0.0	4.7808	1.1189	785.5876	0.575	0.8618	676.9841	-451.7364	-3.4084	0.0681										
21646	21.646	0.0	0.0	4.7711	1.1195	785.5246	0.575	0.8618	676.9368	-451.6713	-3.4008	0.067										
21647	21.647	0.0	0.0	4.7611	1.1188	785.4681	0.575	0.8618	676.8953	-451.6104	-3.3949	0.0648										
21648	21.648	0.0	0.0	4.7509	1.1169	785.4186	0.5749	0.8618	676.8602	-451.5538	-3.3907	0.0615										
21649	21.649	0.0	0.0	4.7404	1.1135	785.3764	0.5749	0.8618	676.8317	-451.5016	-3.3882	0.0569										
21650	21.65	0.0	0.0	4.7296	1.1088	785.3418	0.5749	0.8618	676.8101	-451.454	-3.3876	0.051										
21651	21.651	0.0	0.0	4.7183	1.1025	785.3152	0.5748	0.8618	676.7959	-451.4112	-3.3887	0.0439										
21652	21.652	0.0	0.0	4.7064	1.0946	785.2969	0.5748	0.8618	676.7893	-451.3731	-3.3915	0.0355										
21653	21.653	0.0	0.0	4.6936	1.085	785.2871	0.5747	0.8618	676.7905	-451.34	-3.3956	0.026										
21654	21.654	0.0	0.0	4.6798	1.0738	785.286	0.5747	0.8619	676.7996	-451.3119	-3.4008	0.0154										
21655	21.655	0.0	0.0	4.6647	1.0609	785.2936	0.5747	0.8619	676.8168	-451.2888	-3.4068	0.0038										
21656	21.656	0.0	0.0	4.6479	1.0462	785.3102	0.5746	0.8619	676.842	-451.2708	-3.4133	-0.0085										
21657	21.657	0.0	0.0	4.6293	1.0297	785.3357	0.5746	0.8619	676.8752	-451.2578	-3.4198	-0.0215										
21658	21.658	0.0	0.0	4.6085	1.0114	785.3701	0.5746	0.8619	676.9162	-451.2498	-3.4259	-0.0349										
21659	21.659	0.0	0.0	4.5852	0.9914	785.4132	0.5745	0.8619	676.9649	-451.2467	-3.4311	-0.0487										
21660	21.66	0.0	0.0	4.5592	0.9696	785.4649	0.5745	0.8619	677.0209	-451.2484	-3.4352	-0.0625										
21661	21.661	0.0	0.0	4.5303	0.9459	785.5249	0.5745	0.862	677.0838	-451.2548	-3.4377	-0.0762										
21662	21.662	0.0	0.0	4.4983	0.9205	785.593	0.5744	0.862	677.1534	-451.2658	-3.4383	-0.0897										
21663	21.663	0.0	0.0	4.4629	0.8934	785.6687	0.5744	0.862	677.229	-451.2811	-3.4366	-0.1028										
21664	21.664	0.0	0.0	4.4242	0.8645	785.7517	0.5744	0.862	677.3103	-451.3007	-3.4325	-0.1153										
21665	21.665	0.0	0.0	4.3822	0.8339	785.8416	0.5743	0.862	677.3966	-451.3241	-3.4258	-0.1272										
21666	21.666	0.0	0.0	4.3367	0.8016	785.9379	0.5743	0.862	677.4876	-451.3513	-3.4164	-0.1384										
21667	21.667	0.0	0.0	4.288	0.7676	786.0401	0.5742	0.862	677.5825	-451.3819	-3.4042	-0.1487										
21668	21.668	0.0	0.0	4.2362	0.7321	786.1476	0.5742	0.862	677.681	-451.4157	-3.3895	-0.1582										
21669	21.669	0.0	0.0	4.1815	0.6951	786.26	0.5742	0.862	677.7825	-451.4524	-3.3724	-0.1669										
21670	21.67	0.0	0.0	4.1243	0.6567	786.3767	0.5741	0.862	677.8866	-451.4917	-3.353	-0.1748										
21671	21.671	0.0	0.0	4.0648	0.6169	786.497	0.5741	0.862	677.9926	-451.5332	-3.3318	-0.1819										
21672	21.672	0.0	0.0	4.0035	0.5758	786.6206	0.5741	0.862	678.1003	-451.5768	-3.309	-0.1884										
21673	21.673	0.0	0.0	3.9408	0.5336	786.7467	0.574	0.862	678.2092	-451.6221	-3.2851	-0.1943										
21674	21.674	0.0	0.0	3.8773	0.4904	786.8748	0.574	0.862	678.3188	-451.6687	-3.2607	-0.1998										
21675	21.675	0.0	0.0	3.8134	0.4463	787.0044	0.574	0.862	678.429	-451.7163	-3.2361	-0.2049										
21676	21.676	0.0	0.0	3.7497	0.4014	787.1348	0.5739	0.862	678.5392	-451.7646	-3.212	-0.2099										
21677	21.677	0.0	0.0	3.6867	0.3559	787.2655	0.5739	0.862	678.6493	-451.8132	-3.1887	-0.2149										
21678	21.678	0.0	0.0	3.625	0.3099	787.396	0.5739	0.862	678.7587	-451.8619	-3.167	-0.22										
21679	21.679	0.0	0.0	3.5649	0.2637	787.5257	0.5738	0.862	678.8674	-451.9102	-3.1471	-0.2253										
21680	21.68	0.0	0.0	3.5071	0.2173	787.654	0.5738	0.862	678.9749	-451.9578	-3.1296	-0.2311										
21681	21.681	0.0	0.0	3.452	0.171	787.7804	0.5738	0.862	679.0809	-452.0044	-3.1148	-0.2373										
21682	21.682	0.0	0.0	3.3998	0.1249	787.9043	0.5737	0.862	679.1852	-452.0497	-3.103	-0.244										
21683	21.683	0.0	0.0	3.351	0.0793	788.0253	0.5737	0.862	679.2873	-452.0932	-3.0945	-0.2514										
21684	21.684	0.0	0.0	3.3059	0.0342	788.1427	0.5737	0.862	679.3869	-452.1347	-3.0894	-0.2594										
21685	21.685	0.0	0.0	3.2645	-0.01	788.256	0.5736	0.862	679.4838	-452.1738	-3.0878	-0.2681										
21686	21.686	0.0	0.0	3.227	-0.0533	788.3649	0.5736	0.862	679.5776	-452.2102	-3.0896	-0.2773										
21687	21.687	0.0	0.0	3.1935	-0.0954	788.4688	0.5736	0.862	679.6679	-452.2437	-3.0947	-0.2872										
21688	21.688	0.0	0.0	3.1639	-0.1362	788.5674	0.5735	0.862	679.7544	-452.274	-3.103	-0.2975										
21689	21.689	0.0	0.0	3.1381	-0.1756	788.6601	0.5735	0.862	679.8369	-452.3008	-3.114	-0.3083										
21690	21.69	0.0	0.0	3.1159	-0.2132	788.7468	0.5735	0.862	679.915	-452.3238	-3.1275	-0.3193										
21691	21.691	0.0	0.0	3.0971	-0.2491	788.8271	0.5734	0.862	679.9886	-452.3429	-3.1431	-0.3304										
21692	21.692	0.0	0.0	3.0814	-0.2831	788.9007	0.5734	0.862	680.0575	-452.358	-3.1602	-0.3416										
21693	21.693	0.0	0.0	3.0684	-0.3151	788.9676	0.5734	0.862	680.1215	-452.3688	-3.1783	-0.3526										
21694	21.694	0.0	0.0	3.0578	-0.3449	789.0275	0.5733	0.862	680.1805	-452.3753	-3.197	-0.3632										
21695	21.695	0.0	0.0	3.0493	-0.3724	789.0804	0.5733	0.8621	680.2346	-452.3774	-3.2156	-0.3735										
21696	21.696	0.0	0.0	3.0423	-0.3977	789.1263	0.5733	0.8621	680.2838	-452.3751	-3.2337	-0.3831										
21697	21.697	0.0	0.0	3.0364	-0.4205	789.1653	0.5732	0.8621	680.3282	-452.3684	-3.2507	-0.392										
21698	21.698	0.0	0.0	3.0314	-0.441	789.1976	0.5732	0.8621	680.368	-452.3573	-3.2661	-0.4										
21699	21.699	0.0	0.0	3.0267	-0.459	789.2232	0.5731	0.8621	680.4034	-452.3419	-3.2795	-0.4071										
21700	21.7	0.0	0.0	3.022	-0.4745	789.2424	0.5731	0.8621	680.4347	-452.3222	-3.2904	-0.4132										
21701	21.701	0.0	0.0	3.017	-0.4876	789.2555	0.5731	0.8622	680.4622	-452.2985	-3.2987	-0.4182										
21702	21.702	0.0	0.0	3.0114	-0.4982	789.2629	0.573	0.8622	680.4863	-452.2707	-3.304	-0.4221										
21703	21.703	0.0	0.0	3.0051	-0.5065	789.2647	0.573	0.8622	680.5073	-452.2392	-3.3061	-0.4249										
21704	21.704	0.0	0.0	2.9977	-0.5126	789.2615	0.5729	0.8622	680.5256	-452.204	-3.305	-0.4266										
21705	21.705	0.0	0.0	2.9892	-0.5164	789.2536	0.5729	0.8623	680.5415	-452.1654	-3.3007	-0.4274										
21706	21.706	0.0	0.0	2.9795	-0.5181	789.2413	0.5729	0.8623	680.5554	-452.1236	-3.2932	-0.4272										
21707	21.707	0.0	0.0	2.9686	-0.518	789.2251	0.5728	0.8623	680.5677	-452.0787	-3.2827	-0.4261										
21708	21.708	0.0	0.0	2.9566	-0.5161	789.2053	0.5728	0.8624	680.5786	-452.0309	-3.2695	-0.4243										
21709	21.709	0.0	0.0	2.9434	-0.5126	789.1823	0.5727	0.8624	680.5884	-451.9805	-3.2537	-0.4218										
21710	21.71	0.0	0.0	2.9293	-0.5077	789.1564	0.5727	0.8624	680.5972	-451.9276	-3.2359	-0.4188										
21711	21.711	0.0	0.0	2.9143	-0.5016	789.128	0.5726	0.8625	680.6052	-451.8724	-3.2162	-0.4155										
21712	21.712	0.0	0.0	2.8986	-0.4946	789.0974	0.5726	0.8625	680.6126	-451.8151	-3.1953	-0.412										
21713	21.713	0.0	0.0	2.8825	-0.487	789.0649	0.5725	0.8626	680.6193	-451.7559	-3.1735	-0.4084										
21714	21.714	0.0	0.0	2.866	-0.4788	789.0307	0.5725	0.8626	680.6254	-451.695	-3.1512	-0.4048										
21715	21.715	0.0	0.0	2.8495	-0.4705	788.9951	0.5724	0.8627	680.6309	-451.6324	-3.129	-0.4015										
21716	21.716	0.0	0.0	2.8331	-0.4622	788.9583	0.5724	0.8627	680.6358	-451.5684	-3.1071	-0.3985										
21717	21.717	0.0	0.0	2.8169	-0.4543	788.9205	0.5723	0.8627	680.64	-451.5032	-3.0862	-0.3959										
21718	21.718	0.0	0.0	2.8011	-0.4468	788.8819	0.5722	0.8628	680.6434	-451.4368	-3.0664	-0.3939										
21719	21.719	0.0	0.0	2.7858	-0.4401	788.8427	0.5722	0.8628	680.6459	-451.3695	-3.0482	-0.3926										
21720	21.72	0.0	0.0	2.7711	-0.4344	788.8031	0.5721	0.8629	680.6476	-451.3013	-3.0317	-0.392										
21721	21.721	0.0	0.0	2.757	-0.4298	788.7632	0.5721	0.8629	680.6484	-451.2325	-3.0172	-0.3922										
21722	21.722	0.0	0.0	2.7435	-0.4266	788.7232	0.572	0.863	680.6483	-451.1632	-3.0048	-0.3932										
21723	21.723	0.0	0.0	2.7306	-0.4248	788.6833	0.572	0.863	680.6473	-451.0935	-2.9946	-0.3951										
21724	21.724	0.0	0.0	2.7181	-0.4247	788.6436	0.5719	0.8631	680.6455	-451.0236	-2.9866	-0.3979										
21725	21.725	0.0	0.0	2.7058	-0.4262	788.6044	0.5718	0.8631	680.6429	-450.9537	-2.9806	-0.4015										
21726	21.726	0.0	0.0	2.6937	-0.4295	788.5659	0.5718	0.8631	680.6398	-450.8839	-2.9766	-0.406										
21727	21.727	0.0	0.0	2.6814	-0.4347	788.5281	0.5717	0.8632	680.6364	-450.8144	-2.9744	-0.4114										
21728	21.728	0.0	0.0	2.6688	-0.4416	788.4914	0.5717	0.8632	680.6327	-450.7454	-2.9736	-0.4175										
21729	21.729	0.0	0.0	2.6555	-0.4504	788.4558	0.5716	0.8632	680.629	-450.677	-2.974	-0.4243										
21730	21.73	0.0	0.0	2.6412	-0.4611	788.4216	0.5715	0.8633	680.6256	-450.6094	-2.9753	-0.4317										
21731	21.731	0.0	0.0	2.6257	-0.4735	788.3888	0.5715	0.8633	680.6226	-450.5426	-2.977	-0.4397										
21732	21.732	0.0	0.0	2.6086	-0.4877	788.3578	0.5714	0.8633	680.6204	-450.4769	-2.9788	-0.4481										
21733	21.733	0.0	0.0	2.5896	-0.5035	788.3285	0.5714	0.8634	680.619	-450.4124	-2.9802	-0.4568										
21734	21.734	0.0	0.0	2.5684	-0.5209	788.3012	0.5713	0.8634	680.6188	-450.3493	-2.9809	-0.4658										
21735	21.735	0.0	0.0	2.5448	-0.5399	788.2759	0.5712	0.8634	680.6197	-450.2875	-2.9805	-0.4749										
21736	21.736	0.0	0.0	2.5185	-0.5603	788.2526	0.5712	0.8635	680.622	-450.2271	-2.9786	-0.4839										
21737	21.737	0.0	0.0	2.4893	-0.582	788.2315	0.5711	0.8635	680.6258	-450.1684	-2.9748	-0.4929										
21738	21.738	0.0	0.0	2.4572	-0.605	788.2125	0.5711	0.8635	680.6309	-450.1112	-2.9689	-0.5017										
21739	21.739	0.0	0.0	2.4219	-0.6291	788.1957	0.571	0.8635	680.6374	-450.0557	-2.9607	-0.5101										
21740	21.74	0.0	0.0	2.3835	-0.6543	788.1811	0.5709	0.8636	680.6451	-450.0018	-2.9501	-0.5182										
21741	21.741	0.0	0.0	2.342	-0.6805	788.1685	0.5709	0.8636	680.6541	-449.9496	-2.9368	-0.5258										
21742	21.742	0.0	0.0	2.2975	-0.7077	788.1581	0.5708	0.8636	680.6641	-449.8991	-2.9209	-0.5328										
21743	21.743	0.0	0.0	2.2501	-0.7357	788.1496	0.5708	0.8636	680.675	-449.8502	-2.9025	-0.5394										
21744	21.744	0.0	0.0	2.2	-0.7645	788.1431	0.5707	0.8637	680.6866	-449.8029	-2.8816	-0.5453										
21745	21.745	0.0	0.0	2.1474	-0.794	788.1384	0.5707	0.8637	680.6986	-449.7571	-2.8585	-0.5507										
21746	21.746	0.0	0.0	2.0927	-0.8243	788.1356	0.5706	0.8637	680.7109	-449.7128	-2.8335	-0.5556										
21747	21.747	0.0	0.0	2.0363	-0.8552	788.1345	0.5705	0.8637	680.7234	-449.67	-2.8067	-0.56										
21748	21.748	0.0	0.0	1.9784	-0.8866	788.1351	0.5705	0.8637	680.7358	-449.6287	-2.7787	-0.5641										
21749	21.749	0.0	0.0	1.9195	-0.9186	788.1374	0.5704	0.8637	680.748	-449.5886	-2.7497	-0.5677										
21750	21.75	0.0	0.0	1.8601	-0.951	788.1415	0.5704	0.8638	680.76	-449.5499	-2.7203	-0.5712										
21751	21.751	0.0	0.0	1.8005	-0.9838	788.1472	0.5703	0.8638	680.7717	-449.5124	-2.6909	-0.5746										
21752	21.752	0.0	0.0	1.7412	-1.0169	788.1546	0.5703	0.8638	680.7832	-449.4762	-2.6619	-0.578										
21753	21.753	0.0	0.0	1.6826	-1.0503	788.1638	0.5702	0.8638	680.7945	-449.4411	-2.6338	-0.5815										
21754	21.754	0.0	0.0	1.625	-1.0838	788.1748	0.5702	0.8638	680.8058	-449.4072	-2.607	-0.5854										
21755	21.755	0.0	0.0	1.5689	-1.1173	788.1878	0.5701	0.8638	680.817	-449.3744	-2.5818	-0.5896										
21756	21.756	0.0	0.0	1.5145	-1.1507	788.2027	0.5701	0.8638	680.8285	-449.3428	-2.5585	-0.5943										
21757	21.757	0.0	0.0	1.4621	-1.184	788.2197	0.57	0.8638	680.8405	-449.3122	-2.5375	-0.5997										
21758	21.758	0.0	0.0	1.4118	-1.2169	788.2389	0.57	0.8638	680.8532	-449.2827	-2.5188	-0.6057										
21759	21.759	0.0	0.0	1.3639	-1.2493	788.2603	0.5699	0.8638	680.8667	-449.2543	-2.5026	-0.6125										
21760	21.76	0.0	0.0	1.3184	-1.2812	788.284	0.5699	0.8638	680.8814	-449.2268	-2.4889	-0.62										
21761	21.761	0.0	0.0	1.2753	-1.3123	788.31	0.5698	0.8637	680.8974	-449.2004	-2.4777	-0.6283										
21762	21.762	0.0	0.0	1.2345	-1.3426	788.3384	0.5698	0.8637	680.9149	-449.175	-2.4687	-0.6374										
21763	21.763	0.0	0.0	1.196	-1.3719	788.3692	0.5697	0.8637	680.9341	-449.1505	-2.4618	-0.6472										
21764	21.764	0.0	0.0	1.1595	-1.4001	788.4023	0.5697	0.8637	680.955	-449.1268	-2.4566	-0.6575										
21765	21.765	0.0	0.0	1.1249	-1.4271	788.4376	0.5696	0.8637	680.9777	-449.104	-2.4529	-0.6684										
21766	21.766	0.0	0.0	1.0918	-1.4528	788.4751	0.5696	0.8637	681.0022	-449.0818	-2.4501	-0.6796										
21767	21.767	0.0	0.0	1.0599	-1.4772	788.5145	0.5695	0.8637	681.0284	-449.0604	-2.4478	-0.6911										
21768	21.768	0.0	0.0	1.0289	-1.5001	788.5557	0.5694	0.8637	681.0563	-449.0395	-2.4454	-0.7026										
21769	21.769	0.0	0.0	0.9985	-1.5215	788.5985	0.5694	0.8637	681.0856	-449.019	-2.4426	-0.714										
21770	21.77	0.0	0.0	0.9682	-1.5414	788.6426	0.5693	0.8637	681.1161	-448.9988	-2.4388	-0.725										
21771	21.771	0.0	0.0	0.9377	-1.5598	788.6877	0.5693	0.8636	681.1477	-448.9789	-2.4334	-0.7356										
21772	21.772	0.0	0.0	0.9066	-1.5767	788.7335	0.5692	0.8636	681.18	-448.9591	-2.426	-0.7455										
21773	21.773	0.0	0.0	0.8747	-1.5921	788.7798	0.5692	0.8636	681.2127	-448.9392	-2.4162	-0.7546										
21774	21.774	0.0	0.0	0.8416	-1.6061	788.8261	0.5691	0.8636	681.2455	-448.9191	-2.4036	-0.7628										
21775	21.775	0.0	0.0	0.807	-1.6187	788.8722	0.569	0.8636	681.2782	-448.8988	-2.3879	-0.7699										
21776	21.776	0.0	0.0	0.7708	-1.63	788.9178	0.569	0.8636	681.3103	-448.878	-2.3689	-0.7758										
21777	21.777	0.0	0.0	0.7328	-1.6401	788.9625	0.5689	0.8636	681.3417	-448.8566	-2.3464	-0.7804										
21778	21.778	0.0	0.0	0.6929	-1.6492	789.006	0.5689	0.8636	681.372	-448.8347	-2.3204	-0.7839										
21779	21.779	0.0	0.0	0.651	-1.6572	789.0482	0.5688	0.8636	681.401	-448.812	-2.2909	-0.786										
21780	21.78	0.0	0.0	0.6073	-1.6643	789.0886	0.5687	0.8636	681.4286	-448.7884	-2.258	-0.787										
21781	21.781	0.0	0.0	0.5618	-1.6707	789.1271	0.5687	0.8636	681.4544	-448.7639	-2.222	-0.7868										
21782	21.782	0.0	0.0	0.5146	-1.6765	789.1635	0.5686	0.8635	681.4784	-448.7385	-2.1832	-0.7855										
21783	21.783	0.0	0.0	0.4659	-1.6818	789.1975	0.5686	0.8635	681.5005	-448.7119	-2.1419	-0.7833										
21784	21.784	0.0	0.0	0.4161	-1.6868	789.2292	0.5685	0.8635	681.5205	-448.6843	-2.0986	-0.7803										
21785	21.785	0.0	0.0	0.3653	-1.6916	789.2582	0.5685	0.8635	681.5384	-448.6556	-2.0537	-0.7767										
21786	21.786	0.0	0.0	0.3139	-1.6963	789.2846	0.5684	0.8635	681.554	-448.6256	-2.0077	-0.7725										
21787	21.787	0.0	0.0	0.2623	-1.701	789.3081	0.5683	0.8635	681.5675	-448.5945	-1.9613	-0.768										
21788	21.788	0.0	0.0	0.2108	-1.706	789.3289	0.5683	0.8635	681.5787	-448.5621	-1.9149	-0.7634										
21789	21.789	0.0	0.0	0.1598	-1.7114	789.3468	0.5682	0.8635	681.5875	-448.5286	-1.8691	-0.7587										
21790	21.79	0.0	0.0	0.1096	-1.7172	789.3619	0.5682	0.8635	681.5941	-448.4938	-1.8245	-0.7542										
21791	21.791	0.0	0.0	0.0606	-1.7237	789.3741	0.5681	0.8635	681.5982	-448.4578	-1.7815	-0.7499										
21792	21.792	0.0	0.0	0.0131	-1.731	789.3835	0.5681	0.8635	681.5999	-448.4206	-1.7407	-0.746										
21793	21.793	0.0	0.0	-0.0325	-1.7391	789.3901	0.568	0.8635	681.5991	-448.3823	-1.7023	-0.7426										
21794	21.794	0.0	0.0	-0.0762	-1.7482	789.3939	0.568	0.8634	681.5959	-448.3428	-1.6668	-0.7397										
21795	21.795	0.0	0.0	-0.1175	-1.7585	789.3952	0.5679	0.8634	681.59	-448.3022	-1.6345	-0.7373										
21796	21.796	0.0	0.0	-0.1564	-1.77	789.394	0.5679	0.8634	681.5816	-448.2606	-1.6055	-0.7354										
21797	21.797	0.0	0.0	-0.1927	-1.7828	789.3904	0.5678	0.8634	681.5706	-448.218	-1.58	-0.7341										
21798	21.798	0.0	0.0	-0.2264	-1.7971	789.3847	0.5678	0.8634	681.5569	-448.1745	-1.558	-0.7332										
21799	21.799	0.0	0.0	-0.2575	-1.8129	789.377	0.5677	0.8634	681.5407	-448.1303	-1.5396	-0.7328										
21800	21.8	0.0	0.0	-0.286	-1.8303	789.3675	0.5677	0.8634	681.5221	-448.0854	-1.5247	-0.7326										
21801	21.801	0.0	0.0	-0.312	-1.8494	789.3567	0.5676	0.8634	681.5011	-448.0399	-1.5131	-0.7327										
21802	21.802	0.0	0.0	-0.3355	-1.8702	789.3446	0.5676	0.8633	681.4778	-447.9941	-1.5046	-0.7329										
21803	21.803	0.0	0.0	-0.3568	-1.8927	789.3317	0.5675	0.8633	681.4526	-447.9481	-1.4992	-0.7331										
21804	21.804	0.0	0.0	-0.376	-1.9171	789.3184	0.5675	0.8633	681.4256	-447.902	-1.4964	-0.7332										
